,project_owner,restriction,basic_price,competitors,bidding_month,bidding_quarter,max_target_rate,min_target_rate,mean_target_rate,std_target_rate,count_bidding,target_rate,winner_rate
6993,광주광역시교육청 광주광역시동부교육지원청,광주,214665000,369,12,4Q,101.72215,98.44306,99.92462880597016,0.7602880590844708,67,99.36301,99.3642
6994,한국전력공사 광주전남지역본부,광주,439473738,44,12,4Q,100.84366,93.68841,96.43045115089514,1.4301654314751917,391,100.86272,100.8922
6995,광주광역시 서구,광주,70423000,417,12,4Q,101.71828000000001,98.15077,99.67008384615383,0.9664576213638727,13,99.06553000000001,99.0822
6996,광주광역시교육청 광주광역시동부교육지원청,광주,178728000,375,12,4Q,101.72215,98.44306,99.97190274193545,0.7288442033777023,62,100.94726999999999,100.9538
6997,광주광역시교육청 광주광역시동부교육지원청,광주,84304000,417,12,4Q,101.72215,98.44306,99.97190274193545,0.7288442033777023,62,98.74356,98.7627
6998,광주광역시교육청 광주광역시동부교육지원청,광주,211156000,372,12,4Q,101.72215,98.44306,99.97190274193545,0.7288442033777023,62,98.72577,98.7379
6999,광주광역시교육청 광주광역시동부교육지원청,광주,28490000,406,12,4Q,101.72215,98.44306,99.97190274193545,0.7288442033777023,62,98.64197,98.6447
7000,광주광역시교육청 광주광역시동부교육지원청,광주,51084000,416,12,4Q,101.72215,98.44306,99.97190274193545,0.7288442033777023,62,99.63359,99.6337
7001,광주광역시교육청 광주광역시서부교육지원청,광주,134717000,379,12,4Q,102.0498,98.27328,99.76399367647059,0.7153594126092634,68,98.88529,98.8947
7002,광주광역시교육청 광주광역시서부교육지원청,광주,117080000,381,12,4Q,102.0498,98.27328,99.76399367647059,0.7153594126092634,68,99.48829,99.4932
7003,광주광역시 북구,광주,26953000,393,12,4Q,100.67152,98.5015,99.84137555555556,0.654327457760321,18,99.20593000000001,99.2096
7004,광주광역시교육청 대성여자고등학교,광주,42625000,409,12,4Q,100.65957,100.65957,100.65957,,1,100.30263000000001,100.3079
7005,광주광역시 상수도사업본부,광주,53029000,408,12,4Q,101.34336,98.86434,100.16570166666668,0.8878806996532072,6,100.9391,100.9557
7006,광주광역시교육청,광주,45320000,412,12,4Q,101.57261,98.29765,99.83312468085107,0.8231579337945535,47,100.31812,100.3187
7007,광주광역시교육청 광주동신고등학교,광주,70787000,416,12,4Q,0.0,0.0,0.0,0.0,0,101.59955,101.6107
7008,전남대학교,광주,93263000,369,12,4Q,101.20408,99.02476999999999,100.15761666666667,0.48682799814884303,30,98.54878000000001,98.7756
7009,광주광역시교육청 광주광역시서부교육지원청,광주,103010000,376,12,4Q,102.0498,98.27328,99.77553388059702,0.7143525114733967,67,98.9908,98.9944
7011,전남대학교,광주,22787000,398,12,4Q,101.20408,98.54878000000001,100.05144028571428,0.5591411708487859,35,99.87207,99.8749
7012,광주광역시 서구,광주,56496000,412,12,4Q,101.71828000000001,98.15077,99.568904375,0.9022107682795569,16,100.23709000000001,100.2432
7013,전남대학교,광주,19788000,397,12,4Q,101.20408,98.54878000000001,100.05144028571428,0.5591411708487859,35,99.91371,99.9155
7014,사회복지법인 형제사,광주,102047000,336,12,4Q,0.0,0.0,0.0,0.0,0,100.04779,100.0495
7015,광주광역시교육청 광주광역시서부교육지원청,광주,81961000,406,12,4Q,102.0498,98.27328,99.72370235955056,0.696645554847433,89,100.07082,100.0715
7016,광주광역시교육청 광주광역시동부교육지원청,광주,12320000,378,12,4Q,101.84909,98.44306,99.94241670454545,0.7788527864082607,88,99.40259,99.40299999999999
7017,광주광역시교육청 전남공업고등학교,광주,20900000,393,12,4Q,99.92836,99.92836,99.92836,,1,100.84222,100.8474
7018,광주광역시교육청,광주,92500000,380,12,4Q,101.60028,98.15535,99.8685062121212,0.8343653871402736,66,100.14178000000001,100.148
7019,광주광역시교육청 광주광역시동부교육지원청,광주,140888000,376,12,4Q,101.84909,98.44306,99.94241670454545,0.7788527864082607,88,99.37153,99.3794
7021,한국토지주택공사 광주전남지역본부,광주,288008000,321,12,4Q,100.78376,99.04746999999999,99.93361615384615,0.5611133079206422,13,100.02847,100.0309
7022,광주광역시교육청 광주서석고등학교,광주,21032000,397,12,4Q,0.0,0.0,0.0,0.0,0,99.32721,99.3278
7023,한국전력공사 광주전남지역본부,광주,285805278,47,12,4Q,100.86272,93.68841,96.60513565533981,1.587541141697223,412,100.13273000000001,100.1753
7025,광주광역시 광산구,광주,44770000,403,12,4Q,101.41305,98.6904,100.01202000000002,0.8193034056440877,23,99.25558000000001,99.2778
7026,광주광역시 광산구,광주,28537000,398,12,4Q,101.41305,98.6904,100.01202000000002,0.8193034056440877,23,100.96356999999999,100.9716
7027,한국광기술원,광주,15399000,375,12,4Q,100.61854,100.02953000000001,100.26535666666666,0.3115487689485073,3,99.92613,99.9318
7028,전남대학교,광주,209136000,356,12,4Q,101.20408,98.54878000000001,100.07367352941176,0.5516224962114573,34,99.29551,99.301
7029,광주광역시교육청 광주광역시서부교육지원청,광주,45294000,403,12,4Q,102.0498,98.27328,99.71765662790698,0.7066556196148173,86,99.82183,99.8379
7030,광주광역시교육청 광주광역시서부교육지원청,광주,47113000,403,12,4Q,102.0498,98.27328,99.71765662790698,0.7066556196148173,86,99.65158000000001,99.6518
7031,광주광역시교육청 광주광역시서부교육지원청,광주,52438000,404,12,4Q,102.0498,98.27328,99.71765662790698,0.7066556196148173,86,100.21763,100.2577
7032,전남대학교,광주,60241000,389,12,4Q,101.20408,98.54878000000001,100.07129606060604,0.5599983688365716,33,100.15213,100.155
7033,광주광역시교육청 광주광역시서부교육지원청,광주,49011000,415,12,4Q,102.0498,98.27328,99.7304687804878,0.6957875447793671,82,98.64560999999999,98.6559
7034,광주광역시 종합건설본부,광주,94710000,380,12,4Q,100.26979,98.64927,99.68381666666666,0.8985737555333634,3,100.85856,100.8638
7036,광주광역시교육청 광주광역시서부교육지원청,광주,88561000,385,12,4Q,102.0498,98.27328,99.7304687804878,0.6957875447793671,82,100.18029,100.1883
7037,광주광역시교육청 광주광역시서부교육지원청,광주,118151000,383,12,4Q,102.0498,98.27328,99.7304687804878,0.6957875447793671,82,98.55953000000001,98.6747
7038,광주광역시교육청 은혜학교,광주,29304000,405,12,4Q,100.99429,99.89609,100.44519,0.7765446670990706,2,99.90061,99.9022
7040,전남대학교,광주,73552400,393,12,4Q,101.20408,98.54878000000001,100.0929671875,0.5547217868459032,32,99.37782,99.3836
7041,광주광역시교육청 광주광역시동부교육지원청,광주,73865000,410,12,4Q,101.72215,98.44306,99.92015792682926,0.7540105641656665,82,101.0243,101.0447
7042,광주광역시교육청 광주광역시동부교육지원청,광주,75823000,411,12,4Q,101.72215,98.44306,99.92015792682926,0.7540105641656665,82,100.12805999999999,100.135
7043,광주광역시교육청 광주광역시동부교육지원청,광주,55946000,403,12,4Q,101.72215,98.44306,99.92015792682926,0.7540105641656665,82,98.63582,98.6376
7045,광주과학기술원,광주,80095400,381,12,4Q,100.95727,99.2055,100.09792933333333,0.4631646070006797,15,99.1771,99.1847
7046,광주광역시교육청 광주광역시동부교육지원청,광주,45595000,408,12,4Q,101.72215,98.44306,99.92015792682926,0.7540105641656665,82,100.1811,100.1909
7047,광주광역시교육청 광주광역시동부교육지원청,광주,60159000,414,12,4Q,101.72215,98.44306,99.92015792682926,0.7540105641656665,82,101.84909,102.2404
7048,광주광역시교육청 광주광역시동부교육지원청,광주,45815000,410,12,4Q,101.72215,98.44306,99.92015792682926,0.7540105641656665,82,99.66135,99.6645
7049,광주광역시교육청 광주숭일고등학교,광주,157069000,373,12,4Q,99.90236,98.30405999999999,99.28446666666666,0.8586050664498441,3,98.80627,98.814
7051,광주광역시교육청 광주광역시서부교육지원청,광주,12672000,364,12,4Q,102.0498,98.27328,99.77855075757576,0.7193963352194046,66,99.57642,99.5889
7052,광주광역시교육청,광주,25160000,391,12,4Q,101.57261,98.29765,99.82394782608696,0.8298195407621621,46,100.25525999999999,100.256
7053,한국전력공사 광주전남지역본부,광주,64217294,48,11,4Q,100.84366,93.68841,96.4127787403599,1.4116742103282482,389,100.47125,100.4899
7054,광주광역시교육청 광주광역시서부교육지원청,광주,33110000,401,11,4Q,102.0498,98.27328,99.75461109375,0.7162438842246831,64,100.77891,100.781
7055,광주광역시교육청 광주광역시서부교육지원청,광주,63254000,409,11,4Q,102.0498,98.27328,99.75461109375,0.7162438842246831,64,100.31033000000001,100.3128
7056,광주광역시교육청 숭덕고등학교,광주,23969000,404,11,4Q,100.61401,100.11878,100.366395,0.35018049124700845,2,99.99540999999999,100.0071
7057,한국전력공사 광주전남지역본부,광주,39195846,56,11,4Q,100.84366,93.68841,96.39023124352332,1.3921474323096106,386,98.57816,98.8492
7058,광주광역시교육청 광주광역시서부교육지원청,광주,107096000,377,11,4Q,102.0498,98.27328,99.7676114516129,0.720689664472987,62,99.73955,99.74700000000001
7059,광주과학기술원,광주,62139000,393,11,4Q,100.95727,99.2055,100.11453384615385,0.49782528957688205,13,100.02506,100.0256
7060,광주광역시,광주,256791000,357,11,4Q,101.74056,98.28978000000001,99.81780222222224,0.7909031386002954,54,101.13452,101.2123
7062,한국전력공사 광주전남지역본부,광주,66593774,48,11,4Q,100.84366,93.68841,96.38286454545454,1.3864052259462627,385,99.22641,99.2479
7063,광주광역시교육청 광주광역시동부교육지원청,광주,25640000,402,11,4Q,101.72215,98.44306,99.97185459016391,0.7348927072676982,61,99.97484,99.9785
7064,광주광역시 서구,광주,54340000,413,11,4Q,101.71828000000001,98.15077,99.6752525,1.0092443829386368,12,99.60806,99.6153
7065,재단법인 광주정보.문화산업진흥원,광주,12232000,378,11,4Q,0.0,0.0,0.0,0.0,0,99.31879,99.3201
7066,재단법인 광주정보.문화산업진흥원,광주,25637000,377,11,4Q,0.0,0.0,0.0,0.0,0,101.13108000000001,101.1316
7067,광주광역시교육청 광주광역시서부교육지원청,광주,63500000,411,11,4Q,100.97807,98.27328,99.73019852459016,0.6631897820026985,61,102.0498,103.4141
7068,광주광역시교육청 광주광역시동부교육지원청,광주,61732000,390,11,4Q,101.72215,98.44306,99.97614599999999,0.7403232709562242,60,99.71437,99.7153
7069,전남대학교 부설학교 사범대학부설고등학교,광주,111360000,255,11,4Q,0.0,0.0,0.0,0.0,0,99.89152,99.8939
7070,광주광역시 종합건설본부,광주,135685000,376,11,4Q,100.26979,100.13239,100.20109,0.0971564717350313,2,98.64927,98.6612
7071,광주광역시교육청 광주광역시서부교육지원청,광주,308580000,362,11,4Q,100.97807,98.27328,99.728185,0.6685983637393343,60,99.85101,99.8583
7072,광주광역시교육청,광주,209704000,367,11,4Q,101.57261,98.29765,99.82850279069767,0.8073698439858538,43,98.70002,98.705
7073,한국철도공사 회계통합센터,광주,29840000,366,11,4Q,100.74133,97.12189000000001,98.12525571428571,0.7382061660991592,63,97.18473,97.2157
7074,광주광역시,광주,87378000,411,11,4Q,101.74056,98.28978000000001,99.77682134615384,0.7759374891641132,52,100.67233,100.6779
7075,광주광역시,광주,9938000,330,11,4Q,101.74056,98.28978000000001,99.77682134615384,0.7759374891641132,52,101.09428,101.1255
7076,광주광역시체육회,광주,42680000,407,11,4Q,100.3843,99.24218,99.97201,0.6338243150116574,3,100.68836999999999,100.698
7077,광주광역시교육청 광주광역시서부교육지원청,광주,9636000,326,11,4Q,100.97807,98.27328,99.75028581818181,0.6579830841169404,55,98.84106,98.8526
7078,광주광역시교육청,광주,26433000,397,11,4Q,101.57261,98.29765,99.80265976190478,0.7989532131559007,42,100.91391,100.9282
7079,광주광역시교육청 광주광역시서부교육지원청,광주,281590000,360,11,4Q,100.97807,98.27328,99.75028581818181,0.6579830841169404,55,100.81300999999999,100.8292
7080,광주광역시교육청 광주광역시서부교육지원청,광주,284643000,360,11,4Q,100.97807,98.27328,99.75028581818181,0.6579830841169404,55,99.25176,99.2552
7081,광주광역시교육청 광주광역시서부교육지원청,광주,363325000,349,11,4Q,100.97807,98.27328,99.75028581818181,0.6579830841169404,55,99.67151,99.6934
7083,광주광역시 농업기술센터,광주,24904000,399,11,4Q,99.26483,99.26483,99.26483,,1,99.49235,99.4941
7084,광주광역시,광주,91416000,373,11,4Q,101.74056,98.28978000000001,99.75209607843136,0.7626894213821988,51,101.03781,101.0922
7085,전남대학교,광주,24531000,380,11,4Q,101.20408,99.02476999999999,100.18876896551724,0.4640173301131336,29,99.2542,99.2647
7086,광주광역시교육청 광주광역시동부교육지원청,광주,48147000,394,11,4Q,101.72215,98.44306,100.01090947368421,0.7318815903800415,57,98.80459,98.8157
7087,광주광역시교육청 광주광역시동부교육지원청,광주,33594000,399,11,4Q,101.72215,98.44306,100.01090947368421,0.7318815903800415,57,100.10537,100.1138
7088,광주광역시교육청 광주광역시동부교육지원청,광주,5005000,261,11,4Q,101.72215,98.44306,100.01090947368421,0.7318815903800415,57,99.03696,99.0518
7089,광주광역시남구,광주,365365000,332,11,4Q,100.59709000000001,98.45291,99.68565444444445,0.7627893003167897,9,99.22726,99.2324
7091,광주광역시남구,광주,73150000,403,11,4Q,100.59709000000001,98.45291,99.59682375,0.7640714149108903,8,100.3963,100.4016
7092,광주광역시교육청 국제고등학교,광주,18601000,394,11,4Q,99.32686,99.32686,99.32686,,1,98.89992,98.9447
7093,광주광역시교육청 광주광역시서부교육지원청,광주,35812000,409,11,4Q,100.97807,98.27328,99.77329509433962,0.6528943091008234,53,99.61018,99.617
7094,광주광역시교육청 광주광역시서부교육지원청,광주,46035000,408,11,4Q,100.97807,98.27328,99.77329509433962,0.6528943091008234,53,98.6709,98.713
7095,광주광역시교육청,광주,46519000,400,11,4Q,101.27651,98.29765,99.70871666666669,0.7366189636845163,39,101.12513,101.1688
7096,광주광역시교육청,광주,34980000,374,11,4Q,101.27651,98.29765,99.70871666666669,0.7366189636845163,39,101.57261,101.5837
7097,광주광역시체육회,광주,33920000,399,11,4Q,100.3843,100.28955,100.33692500000001,0.06699836751741871,2,99.24218,99.2512
7098,아시아문화원,광주,19135740,391,11,4Q,100.35544,99.67352,99.96328,0.35230390517279364,3,99.87528,99.8754
7099,광주광역시 광산구,광주,37205000,410,11,4Q,101.41305,98.81697,100.09475105263158,0.8227066670508645,19,99.35438,99.3679
7100,광주과학기술원,광주,25682690,379,11,4Q,100.95727,99.2055,100.08999749999998,0.5116855560724581,12,100.40897,100.4099
7101,한국철도공사 회계통합센터,광주/전남,97900000,39,11,4Q,100.74133,97.12189000000001,98.12436745762713,0.7570385477717694,59,98.40306,98.4111
7102,한국전력공사 광주전남지역본부,광주,78626398,42,11,4Q,100.84366,93.68841,96.26931469168899,1.2485230890123797,373,100.56321,100.8312
7103,제1989부대,광주,63745000,357,11,4Q,99.35593,97.7947,98.43055214285714,0.36581710167338916,28,98.69783000000001,98.7011
7104,광주광역시남구,광주,54878000,411,11,4Q,100.42769,98.45291,99.45392857142859,0.7003772904996413,7,100.59709000000001,100.6123
7105,광주광역시동부교육청 광주숭일중학교,광주,49681000,400,11,4Q,99.41705,99.41705,99.41705,,1,100.24355,100.2455
7106,전남대학교,광주,88472000,373,11,4Q,100.92482,99.02476999999999,100.15250785714285,0.4286527349503599,28,101.20408,101.2966
7107,한국철도공사 회계통합센터,광주/전남,216260000,39,11,4Q,100.74133,97.12189000000001,98.14499127272725,0.7803182062064414,55,97.90153000000001,97.917
7108,한국철도공사 회계통합센터,광주/전남,96500000,41,11,4Q,100.74133,97.12189000000001,98.14499127272725,0.7803182062064414,55,97.78005,97.7955
7109,한국가스공사 광주전남지역본부,광주,43990320,326,11,4Q,98.01089,96.82065,97.41577000000001,0.8416267752394783,2,99.02868000000001,99.031
7110,광주교육대학교,광주,30503000,400,11,4Q,100.05535,99.28078000000001,99.66806500000001,0.547703699503662,2,99.69346999999999,99.697
7111,광주광역시교육청 광주광역시서부교육지원청,광주,214885000,359,11,4Q,100.97807,98.27328,99.76095442307692,0.6529927136440423,52,100.41501,100.4189
7112,광주광역시교육청 광주인성고등학교,광주,13992000,363,11,4Q,100.14418,100.14418,100.14418,,1,99.89260999999999,99.8975
7113,광주광역시교육청,광주,111914000,376,11,4Q,101.57261,98.29765,99.83537933333332,0.8355253503781598,45,99.30953000000001,99.3112
7114,한국수자원공사,광주/전남,507540000,1114,11,4Q,100.49273000000001,100.49273000000001,100.49273000000001,,1,99.86143,99.86200000000001
7115,한국전력공사 광주전남지역본부,광주,251060569,43,11,4Q,100.84366,93.68841,96.42318507692306,1.4247578576361704,390,99.26422,99.2837
7116,광주지방조달청,광주,166569000,350,11,4Q,101.27775,98.6635,99.81498862068965,0.6306218242712401,58,100.03303000000001,100.0344
7117,광주지방조달청,광주,151795000,352,11,4Q,101.27775,98.6635,99.81498862068965,0.6306218242712401,58,99.49629,99.4968
7118,(재)광주테크노파크,광주,64980300,381,11,4Q,100.509,100.4035,100.45625,0.07459976541518527,2,99.37908,99.4028
7119,한국농수산식품유통공사 광주전남지역본부,광주,31977000,400,11,4Q,0.0,0.0,0.0,0.0,0,100.19013000000001,100.1962
7120,광주광역시 소방안전본부,광주,89400000,381,11,4Q,0.0,0.0,0.0,0.0,0,99.08529,99.1118
7122,광주광역시교육청,광주,8822000,308,11,4Q,101.57261,98.29765,99.80285545454545,0.8158611595359376,44,101.26643,101.3297
7123,광주광역시교육청 광주광역시서부교육지원청,광주,18722000,392,11,4Q,102.0498,98.27328,99.76716603174603,0.7148627669689586,63,98.96365,98.9947
7124,경찰청 광주광역시지방경찰청 광주광산경찰서,광주,38060000,400,11,4Q,100.33842,99.89474,100.11658,0.31372913667684776,2,100.61409,100.6295
