입찰공고번호,업무,업종코드,업종명,공고명,공고기관,수요기관,WTO품목번호,게시일시,입찰개시일시,입찰마감일시,예가방법,추첨번호공개여부,지역제한,참가가능지역,추정가격,기초금액,A값
20201000852-00,공사,0049,조경시설물설치공사업,강동초 상상놀이터 조성공사,강원도교육청 강원도강릉교육지원청,강원도교육청 강원도강릉교육지원청,건설공사,2020/10/05 17:36,2020/10/07 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도 강릉시],57281818,63010000,0
20201001466-00,공사,0049,조경시설물설치공사업,속초초 상상놀이터 조성공사,강원도교육청 강원도속초양양교육지원청,강원도교육청 강원도속초양양교육지원청,건설공사,2020/10/05 17:11,2020/10/06 10:00:00,2020/10/12 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도 속초시]  [강원도 양양군],53570000,58927000,0
20201000934-00,공사,0049,조경시설물설치공사업,내포보부상촌 보부상놀이터 설치공사(긴급),충청남도 예산군,충청남도 예산군,건설공사,2020/10/05 16:15,2020/10/05 17:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[충청남도],457280000,503008000,11554463
20201001109-00,공사,0049,조경시설물설치공사업,도시재생뉴딜사업(공기업제안형)소규모환경개선공사,전라북도 정읍시,전라북도 정읍시,건설공사,2020/10/05 15:22,2020/10/06 09:00:00,2020/10/08 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라북도 정읍시],53310000,58641000,0
20201000861-00,공사,0049,조경시설물설치공사업,중앙초 상상놀이터 조성공사,강원도교육청 강원도속초양양교육지원청,강원도교육청 강원도속초양양교육지원청,건설공사,2020/10/05 14:03,2020/10/06 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도 속초시]  [강원도 양양군],54680000,60148000,0
20201000715-00,공사,0049,조경시설물설치공사업,서울서래초등학교 꿈을 담은 놀이터 조성공사,서울특별시강남교육청 서울서래초등학교,서울특별시강남교육청 서울서래초등학교,건설공사,2020/10/05 12:47,2020/10/12 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[서울특별시],121082727,133191000,5204302
20200930130-00,공사,0049,조경시설물설치공사업,구포초등학교 공간혁신 놀이터 조성공사 입찰 공고,부산광역시북부교육청 구포초등학교,부산광역시북부교육청 구포초등학교,건설공사,2020/10/05 11:10,2020/10/05 14:00:00,2020/10/13 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[부산광역시],422540000,464794000,13842029
20200930695-00,공사,0049,조경시설물설치공사업,자전거 플랫폼 설치 공사,경기도 과천시,경기도 과천시,건설공사,2020/09/29 16:46,2020/10/07 10:00:00,2020/10/12 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도 과천시],55900000,61490000,0
20201005590-00,용역,1162,건물위생관리업,2020년 하반기 광주도시철도1호선 본선 터널 물청소 용역 수의견적제출 안내공고,광주광역시도시철도공사,광주광역시도시철도공사,,2020/10/08 08:39,2020/10/13 10:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[광주광역시],40895454,44985000,0
20201005132-00,용역,1162,건물위생관리업,용역(수의)견적제출안내(2020년 하반기 버스(택시)정류소 청소용역),경기도 시흥시,경기도 시흥시,,2020/10/07 17:10,2020/10/12 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도 시흥시],36054545,39660000,0
20201004819-00,용역,1162,건물위생관리업,학교시설관리 보조인력(낙엽청소) 용역,경기도교육청 경기도의정부교육지원청,경기도교육청 경기도의정부교육지원청,,2020/10/07 15:45,2020/10/07 20:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도 의정부시]                                                      [경기도 남양주시]                                                      [경기도 양주시]                                                      [경기도 포천시],35452728,38998000,0
20201003685-00,용역,1162,건물위생관리업,2020년 하반기 중원터널 및 갈마터널 환경정비 용역,경기도 광주시,경기도 광주시,,2020/10/06 20:04,2020/10/06 20:05:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도 광주시],60590000,66649000,0
20201004759-00,용역,1320,기술사사무소(정보통신),제주공항 단기대책 2단계 매입부지 주차장 개발 기본 및 실시설계용역,한국공항공사 제주지역본부,한국공항공사 제주지역본부,,2020/10/08 15:21,2020/10/14 10:00:00,2020/10/16 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,공고서 참조,,442121000,486333100,0
20201005221-00,용역,1320,기술사사무소(정보통신),칠곡군 국가하천 스마트 홍수관리시스템 구축 실시설계 용역 전자입찰 공고,경상북도 칠곡군,경상북도 칠곡군,,2020/10/07 17:55,2020/10/08 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상북도],124363636,136800000,0
20201003806-00,용역,1320,기술사사무소(정보통신),진안군 은천생태마을 방문자센터 신축 실시설계용역,전라북도 진안군,전라북도 진안군,,2020/10/07 16:02,2020/10/07 18:00:00,2020/10/13 15:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라북도 진안군],39136363,43050000,0
20201003652-00,용역,1320,기술사사무소(정보통신),"신도중학교 다목적강당증축 전기, 정보통신, 소방공사 설계용역",부산광역시교육청 부산광역시해운대교육지원청,부산광역시교육청 부산광역시해운대교육지원청,,2020/10/06 19:44,2020/10/08 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[부산광역시],18532624,20385000,0
20201002829-00,용역,1320,기술사사무소(정보통신),경영정보 네트워크 시스템 구축 설계용역,재단법인 광주그린카진흥원,재단법인 광주그린카진흥원,,2020/10/06 14:45,2020/10/07 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[광주광역시],7800000,8580000,0
20200929323-01,용역,1320,기술사사무소(정보통신),"장지 컴팩트시티 공영차고지 입체화사업 전기, 정보통신 설계용역",서울주택도시공사,서울주택도시공사,,2020/09/29 13:33,2020/10/08 10:00:00,2020/10/13 12:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,공고서 참조,,420050000,443590300,0
20200909387-01,용역,1320,기술사사무소(정보통신),에코팜랜드 조성사업(승용마단지 등 1단계) 감독권한대행 건설사업관리 용역,조달청,경기도,"법률·회계·감사·장부기장·세무, 시장조사·여론조사, 경영컨설팅, 설계·엔지니어링·기타 기술용역",2020/09/10 08:57,2020/10/12 00:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,공고서 참조,,3721818181,3999144000,0
20201007027-00,공사,1439,습식·방수공사업,영통종합사회복지관 환경개선사업(화장실 타일 보수공사),경기도 수원시,경기도 수원시,건설공사,2020/10/08 19:53,2020/10/12 15:00:00,2020/10/15 15:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도 수원시],194850000,214335000,0
20201006965-00,공사,1439,습식·방수공사업,팔용농산물도매시장 청과동 3층 옥외바닥 부분 방수공사,경상남도 창원시 농업기술센터,경상남도 창원시 농업기술센터,건설공사,2020/10/08 18:40,2020/10/12 10:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상남도 창원시],37090909,40800000,0
20201006902-00,공사,1439,습식·방수공사업,대동초 옥상방수공사,경기도교육청 경기도안산교육지원청,경기도교육청 경기도안산교육지원청,건설공사,2020/10/08 18:10,2020/10/12 10:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도 안산시]  [경기도 시흥시],97051819,106757000,0
20201006581-00,공사,1439,습식·방수공사업,가양5단지 외 4개단지 옥상 부분 방수공사,서울주택도시공사,서울주택도시공사,건설공사,2020/10/08 16:07,2020/10/12 10:00:00,2020/10/14 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,공고서 참조,,1225714547,1348286000,79194959
20201006097-00,공사,1439,습식·방수공사업,진광중 특별실 및 급식소 지붕방수공사,강원도원주교육청 진광중학교,강원도원주교육청 진광중학교,건설공사,2020/10/08 13:15,2020/10/09 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[강원도 원주시],51598182,56758000,0
20201005419-00,공사,1439,습식·방수공사업,포항여자중학교 교사 방수공사 소액수의 견적제출 공고,경상북도교육청 경상북도포항교육지원청,경상북도교육청 경상북도포항교육지원청,건설공사,2020/10/08 13:08,2020/10/08 17:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상북도 포항시],163880000,180268000,0
20201006019-00,공사,1439,습식·방수공사업,고가수조 방수공사 소액수의 견적제출 공고,전남대학교 본부 행정본부,전남대학교 본부 행정본부,건설공사,2020/10/08 11:34,2020/10/12 09:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[전라남도 여수시],38499000,38499000,0
20201005670-00,공사,1439,습식·방수공사업,서귀포우체국 옥상 및 주방 방수공사,과학기술정보통신부 우정사업본부 제주지방우정청,과학기술정보통신부 우정사업본부 제주지방우정청,건설공사,2020/10/08 10:57,2020/10/13 10:00:00,2020/10/15 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[제주특별자치도         ],20940000,23034000,0
20201005592-00,공사,1439,습식·방수공사업,초촌초등학교 외벽방수 및 기타공사,충청남도교육청 충청남도부여교육지원청,충청남도교육청 충청남도부여교육지원청,건설공사,2020/10/08 08:41,2020/10/08 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[충청남도 부여군],29481818,32430000,0
20201005408-00,공사,1439,습식·방수공사업,김해대곡초 옥상방수공사 전자입찰공고,경상남도교육청 경상남도김해교육지원청,경상남도교육청 경상남도김해교육지원청,건설공사,2020/10/07 19:08,2020/10/08 00:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경상남도],231510000,254661000,7785895
20201005364-00,공사,1439,습식·방수공사업,2020년 노후중소형아파트 시설개선사업 사업자 선정/연제동 광명2차아파트(입찰대행),광주광역시 북구,광주광역시 북구,건설공사,2020/10/07 18:28,2020/10/12 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[광주광역시],82530000,90783000,0
20201005347-00,공사,1439,습식·방수공사업,제주우편집중국 옥상 방수 공사,과학기술정보통신부 우정사업본부 제주지방우정청,과학기술정보통신부 우정사업본부 제주지방우정청,건설공사,2020/10/07 18:27,2020/10/13 10:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[제주특별자치도         ],18980000,20878000,0
20201004745-00,공사,1439,습식·방수공사업,금호영구임대 복도창호주위 실리콘 교체공사,광주광역시 도시공사,광주광역시 도시공사,건설공사,2020/10/07 15:50,2020/10/13 10:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[광주광역시],334616364,368078000,26830677
20201004266-00,공사,1439,습식·방수공사업,신창우체국 옥상 방수공사,과학기술정보통신부 우정사업본부 제주지방우정청,과학기술정보통신부 우정사업본부 제주지방우정청,건설공사,2020/10/07 14:35,2020/10/13 10:00:00,2020/10/15 14:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[제주특별자치도         ],10699091,11769000,0
20201004525-00,공사,1439,습식·방수공사업,"의용소방대 청사(대산, 인지) 방수공사",충청남도 서산시,충청남도 서산시,건설공사,2020/10/07 14:28,2020/10/12 10:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[충청남도 서산시],33456364,36802000,0
20201004394-00,공사,1439,습식·방수공사업,천안두정초등학교외 2교 교사동 지붕방수공사,충청남도교육청 충청남도천안교육지원청,충청남도교육청 충청남도천안교육지원청,건설공사,2020/10/07 13:45,2020/10/08 10:00:00,2020/10/13 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[충청남도 천안시],95348500,104883000,0
20201004041-00,공사,1439,습식·방수공사업,모슬포우체국 옥상 방수공사,과학기술정보통신부 우정사업본부 제주지방우정청,과학기술정보통신부 우정사업본부 제주지방우정청,건설공사,2020/10/07 13:18,2020/10/13 10:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[제주특별자치도         ],13364545,14701000,0
20200927420-00,공사,1439,습식·방수공사업,동부 중소유통 공동도매 물류센터 건립공사,부산광역시,부산광역시 건설본부,건설공사,2020/10/07 12:02,2020/10/12 09:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[부산광역시],1487900000,1636690000,96114357
20201003058-00,공사,1439,습식·방수공사업,성주초 후관동 옥상방수공사,경기도교육청 경기도부천교육지원청,경기도교육청 경기도부천교육지원청,건설공사,2020/10/07 10:47,2020/10/08 11:00:00,2020/10/14 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[경기도 부천시]  [경기도 광명시],82308181,90539000,0
20201002839-00,공사,1439,습식·방수공사업,자동화설비공고 실습동 방수 및 기타시설공사 제한경쟁입찰 공고,광주광역시교육청,광주광역시교육청,건설공사,2020/10/07 09:01,2020/10/07 10:00:00,2020/10/15 10:00:00,복수예가 : 4 (추첨예가) / 15 (총예가),비공개,투찰제한,[광주광역시],234370000,257807000,12359895
